example_english,example_korean
I do not eat candy anymore.,나는 더 이상 사탕을 먹지 않아요.
Please note the bright star in the sky.	,하늘의 빛나는 별을 주목해요.
I note that my friend is funny.,내 친구가 재미있다고 언급해요.
I hear a sweet note from the piano.,나는 피아노에서 달콤한 음표를 들어요.
The note makes a funny sound in the game.,게임에서 음향 효과가 재미있게 들려요.
I wrote a note for my teacher.,선생님께 메모를 썼어요.
I open my note to draw a picture.,나는 그림을 그리려고 내 공책을 열어요.
I have nothing in my lunch box.,내 도시락에 아무것도 없어요.
My class reads a novel.,우리 반이 소설을 읽어요.
This is a novel idea.,이것은 기발한 아이디어에요.
The novelist writes simple and fun stories.,소설가가 쉬운 재미있는 이야기를 쓰고 있어요.
"In November, leaves change color.",11월에는 나뭇잎 색이 변해요.
I eat lunch now.,나는 지금 점심을 먹어요.
It is time to play now.,이제 놀 시간이예요.
I number my drawings with neat numbers.,나는 내 그림에 깔끔한 번호를 매기고 있어요.
I see a number by the door.,문 옆에 수가 보여요.
The teacher wrote a number on the board.,선생님이 칠판에 숫자를 썼어요.
A nurse helps sick kids.,간호사가 아픈 아이들을 도와요.
My grandma visits the nursing home.,할머니가 양로원을 방문해요.
A nutrient helps you grow strong.,영양소가 너를 튼튼하게 키워줘요.
I eat a nutrient breakfast every day.,나는 매일 영양이 되는 아침을 먹어요.
It is nine o'clock.,지금은 아홉시예요.
We visited the observatory to see bright stars.,우리는 밝은 별을 보러 천문대를 갔어요.
The octopus swims in the deep blue ocean.,문어가 깊은 바다에서 헤엄치고 있어요.
My bag is full of books.,내 가방은 책으로 가득해요.
The park is fun	for people of all ages.,공원은 모든 연령의 사람들이 즐길 수 있어요.
I bought a toy 30% off.,나는 장난감을 30% 할인해서 샀어요.
The red toy is 50% off.,빨간 장난감이 50% 할인된 가격에 팔리고 있어요.
The apple fell off the tree.,사과가 나무에서 떨어져요.
I offer to play with you today.,나는 오늘 너와 놀자고 제안해요.
My dad works in an office.,우리 아빠가 사무소에서 일해요.
The mayor works in a public office.,시장이 공직에서 일하고 있어요.
The official uses a whistle in the game.,심판이 경기에서 휘슬을 불어요.
The official helps people.,공무원이 사람들을 도와요.
The official works at the school.,관계자가 학교에서 일하고 있어요.
Our official flag is very pretty.,우리의 공식적인 깃발은 정말 예뻐요.
The winner was officially announced by the teacher.,선생님이 승자를 공식적으로 발표했어요.
I often visit the park.,나는 종종 공원을 방문해요.
I often play in the park.,저는 자주 공원에서 놀아요.
The cook uses oil to fry eggs.,요리사가 기름으로 계란을 튀겨요.
The old dog sleeps near the warm fire.,늙은 강아지가 따뜻한 불 옆에서 자고 있어요.
My old bike is red.,내 오래된 자전거가 빨간색이에요.
My old toy is on the shelf.,제 오래된 장난감이 선반 위에 있어요.
My computer is on.,내 컴퓨터가 켜져 있어요.
The ball is on the chair.,공이 의자 위에 있어요.
We have class on Monday.,월요일에 수업이 있어요.
"On average, kids play games five hours a week.",평균적으로 아이들이 일주일에 다섯 시간 게임을 해요.
The statue is on display at the museum.,조각상이 박물관에 전시되어 있어요.
The boy goes on foot to school.,소년이 걸어서 학교에 가요.
She finished her homework on her own.,그녀가 혼자 힘으로 숙제를 끝냈어요.
I saw a friend on my way to school.,학교 가는 길에 친구를 만났어요.
I am on my way to school.,저는 학교 가는 길에 있어요.
I saw a friend on my way to school.,나는 학교로 가는 도중에 친구를 봤어요.
Sam kicked the ball on purpose.,샘이 일부러 공을 찼어요.
The toy is on sale.,장난감이 할인 중이에요.
The parrot on the loose flew over the tree.,탈주 중인 앵무새가 나무 위로 날아갔어요.
He solved the puzzle on the spot.,그 자리에서 퍼즐을 풀었어요.
I met my friend on the way home.,집에 가는 길에 친구를 만났어요.
He always arrives on time for school.,그는 항상 정시에 학교에 도착해요.
Once I played in the snow.	I had lots of fun.,한때 눈에서 놀면서 재미있었어요요.
I once played at the park.,나는 한 때 공원에서 놀았어요.
"Once you smile, friends come.","한 번 웃으면, 친구들이 와요."
"Once the bell rings, we start our game.",종이 치자마자 우리는 게임을 시작해요.
"Once you wash your hands, eat your snack.","일단 손을 씻으면, 간식을 먹어요."
I read a book once in a while.,나는 이따금 책을 읽어요.
"Once upon a time, a little rabbit went to the forest.",옛날에 작은 토끼가 숲에 갔어요.
I have one ball.,나는 하나의 공을 가지고 있어요.
I like the red one.,나는 빨간 것을 좋아해요.
The friends share toys with one another.,친구들이 서로 장난감을 나눠요.
The children entered school one by one.,아이들이 차례차례 학교에 들어갔어요.
The ongoing game is fun.,계속 진행 중인 게임이 재미있어요.
The only ball is red.,유일한 공은 빨갛아요.
I open the door every morning.,나는 매일 아침 문을 열어요.
The open door shows the blue sky.,열린 문이 파란 하늘을 보여요.
The bus operator helps children get to school.,버스 기사가 아이들을 학교로 데려다 주어요.
The operator helps you call your friend.,전화 교환원이 친구와 통화할 수 있게 도와줘요.
I have a new opportunity today.,오늘은 새로운 기회가 있어요.
Do you want tea or milk?,차 또는 우유를 마실래요?
The orchestra plays fun music.,오케스트라가 신나는 음악을 연주해요.
My friend orders me around when we play games.,내 친구가 같이 놀 때 나에게 자꾸 이래라 저래라 해요.
Our organization helps everyone work as a team.,우리 조직은 모두가 한마음으로 일하도록 도와줘요.
Our classroom shows clear organization.,우리 교실은 명확한 체계성을 보여요.
The organizer arranges the toys on the shelf.,정리하는 사람이 선반 위에 장난감을 정리해요.
The organizer	plans a fun school event.,조직자가 재미있는 학교 행사를 계획해요.
The origin of the river is the mountain.,강의 기원은 산이에요.
The panda's origin is China.,판다의 원산지는 중국이에요.
This is an original toy.,이것은 최초의 장난감이에요.
This is my original drawing.,이것은 내 원래의 그림이에요.
My original toy is fun.,내 독창적인 장난감은 재미있어요.
I originally wanted to play with my friends.	,"원래, 저는 친구들과 놀고 싶었어요."
This food originates from Italy.,이 음식은 이탈리아에서 유래해요.
We can teach ourselves a new game every day.,우리는 매일 우리 스스로 새로운 게임을 배워요.
"During the party,	the crowd got out of hand.","파티 도중에, 군중이 손을 쓸 수 없게 되었어요."
"The cookie jar is on the top shelf,	out of one's reach.",쿠키 항아리가 높은 선반 위에 있어서 닿지 않은 곳에 있어요.
The piano is out of tune.	It sounds funny.,피아노가 가락이 안 맞아서 소리가 이상해요.
We had an outdoor picnic at the park.,우리는 공원에서 야외 소풍을 했어요.
I like to play outdoors.,나는 야외에서 놀고 있어요.
A rocket flies in outer space.,로켓이 우주공간에서 날아가요.
My outgoing friend smiles and talks with everyone.,외향적인 친구가 모두와 웃으며 이야기해요.
The outgoing bus is leaving now.,출발하는 버스가 지금 떠나요.
I will outline our fun story.,저는 재미있는 이야기를 개요로 서술할게요.
The teacher showed an outline for our fun story.,선생님이 우리 재미있는 이야기 개요를 보여주셨어요.
I drew an outline of my favorite tree.,내가 가장 좋아하는 나무의 윤곽을 그렸어요.
I play outside on sunny days.,나는 맑은 날 바깥에서 놀아요.
I play outside with my friends.,나는 친구들과 밖에서 놀아요.
The game is over.,게임이 끝났어요.
The bird flies over the house.,새가 집 위를 날고 있어요.
The frog jumped over the stone.,개구리가 돌을 넘어갔어요.
I played games over the weekend.,주말 동안 게임을 했어요.
The teacher explains over and over until we understand.,선생님이 우리가 이해할 때까지 여러 번 설명해요.
The ball is over there.,공이 저기에 있어요.
The puppy jumped over-the-fence.,강아지가 담을 뛰어넘었어요.
I can overcome big challenges.,나는 큰 어려움을 극복할 수 있어요.
The car is overheated after a long drive.,차가 긴 주행 후에 과열되었어요.
We went to an overnight camp.,우리는 야간 캠프에 갔어요.
We stayed at the camp overnight.,우리는 캠프에서 하룻밤 사이에 머물렀어요.
We camped overnight in a small tent.,우리는 작은 텐트에서 밤새도록 캠핑했어요.
The owl sits on a big tree.,올빼미가 큰 나무에 앉아 있어요.
I own a pink toy.,나는 분홍색 장난감을 소유해요.
The owner takes care of his pet.,주인이 그의 애완동물을 돌봐요.
We breathe oxygen every day.,우리는 매일 산소로 숨 쉬어요.
I have P.E. class with my friends.,나는 친구들과 체육 수업을 들어요.
I play with friends at 3 p.m.,저는 오후 3시에 친구들과 놀아요.
The pacer helps the runner walk steadily.,페이서가 주자를 도와 꾸준히 걷고 있어요.
I package a gift for my mom.	I package a gift for my mom.,나는 엄마를 위해 선물을 포장해요.	나는 엄마를 위해 선물을 포장해요.
A package arrived at our school.,소포가 우리 학교에 도착했어요.
I got a package from the mail.,나는 우편에서 포장물을 받았어요.
The mailman brings a package to our home.,우체국 아저씨가 우리 집에 소포를 가져다 줘요.
My friend used lovely packaging for a present.,친구가 선물에 예쁜 포장을 사용했어요.
My cat's pad is soft.,내 고양이의 발바닥이 부드러워요.
I use a pad when I ride my bike.,나는 자전거 탈 때 패드를 사용해요.
My knee feels painful after falling.,넘어져서 무릎이 아파요.
I paint a rainbow on paper.,나는 종이에 무지개를 그리고 있어요.
I paint a rainbow on my paper.,나는 내 종이에 무지개를 색칠해요.
I use paint to make a pretty picture.,그림물감을 사용해 예쁜 그림을 그려요.
The painter paints a pretty picture.,화가가 예쁜 그림을 그리고 있어요.
