,example_english,example_korean
3332,Her future is bright and full of hope.,그녀의 앞날이 밝고 희망적이에요.
3333,The bright student solved the easy math problem.,똑똑한 학생이 쉬운 수학 문제를 풀었어요.
3334,My bright friend always loves to read books.,내 똑똑한 친구는 언제나 책 읽기를 좋아해요.
3335,The sun shines so brightly in the sky.,태양이 하늘에서 너무 밝게 빛나요~요.
3336,The teacher will bring books to the classroom.,선생님이 교실에 책을 가져올 거예요.
3337,My best friend will bring his pet dog.,내 가장 친한 친구가 애완견을 데려올 거예요.
3338,The old song always brings happy memories back.,오래된 노래는 항상 행복한 기억을 떠올리게 해요.
3339,Please bring your red bag to school today.,오늘 학교에 빨간 가방을 가져오세요.
3340,Medicine can bring about recovery in sick people.,약이 아픈 사람들에게 회복을 일으킬 수 있어요.
3341,The old song always brings back warm memories.,그 옛날 노래는 항상 따뜻한 기억을 상기시키어요.
3342,My old photos often bring back happy times.,내 오래된 사진들이 자주 행복한 추억을 생각나게 해요.
3343,Mom will always bring back my toy soon.,엄마가 항상 내 장난감을 곧 돌려주실 거예요.
3344,I always bring back my lost red toy.,나는 항상 잃어버린 빨간 장난감을 다시 데리고 와요.
3345,My teacher can always bring out my best.,내 선생님은 항상 제 최고를 끌어내요.
3346,They always bring out their dog for walks.,그들은 항상 산책을 위해 개를 데리고 나가요.
3347,Loud sounds can bring out stress during exams.,시끄러운 소리가 시험 중 스트레스를 초래해요.
3348,She will soon bring out her new book.,그녀는 곧 새 책을 발표해요.
3349,My friend wears a British red scarf today.,내 친구는 오늘 영국의 빨간 스카프를 입어요.
3350,My friend will broadcast the exciting school event.,내 친구가 신나는 학교 행사를 방송할 거예요.
3351,"Today, the local TV broadcast airs fun stories.","오늘, 지역 TV 방송이 재미있는 이야기를 내보여요."
3352,"My bike is broken, so I need help.",내 자전거는 고장나서 도움이 필요해요.
3353,I found a broken toy today at school.,나는 오늘 학교에서 부러진 장난감을 찾았어요.
3354,My homework is broken with many small mistakes.,제 숙제는 작은 실수로 가득해요.
3355,My toy is broken because I dropped it.,내 장난감이 떨어뜨려서 깨졌어요.
3356,He won a bronze medal in the race.,그는 경주에서 동메달을 받았어요.
3357,The old statue is carved from smooth bronze.,옛 조각상은 매끄러운 청동으로 만들어졌어요.
3358,A cute witch uses a broomstick every day.,귀여운 마녀가 매일 빗자루를 사용해요.
3359,My caring brother always helps me with homework.,저의 다정한 형제는 숙제를 항상 도와줘요.
3360,My older brother often plays very fun games.,내 오빠는 자주 아주 재미있는 게임을 해요.
3361,I brush my teeth very carefully each morning.,나는 아침마다 이를 매우 조심히 닦아요.
3362,The car might brush past the old tree.,자동차가 오래된 나무를 살짝 스칠 수 있어요.
3363,I brush my teeth before school every morning.,나는 아침에 학교 가기 전에 이를 솔질해요.
3364,Tom can brush off her silly remark today.,톰은 오늘 그녀의 어리석은 말을 털어줄 수 있어요.
3365,I brush my teeth  every morning at eight.,저는 매일 아침 여덟 시에 이를 닦아요.
3366,I always brush my teeth every single morning.,나는 항상 매일 아침마다 양치질해요.
3367,Please fill the blue bucket with cold water.,푸른 양동이에 찬물을 채워 주세요요.
3368,I often write my bucket list each year.,나는 매년 죽기 전에 해야 할 목록을 자주 작성해요.
3369,They build a new playground for little children.,그들은 작은 아이들을 위한 새 놀이터를 지어요.
3370,We build up friendships by sharing kind smiles.,우리는 친근한 미소로 관계를 형성해요.
3371,We build up our strength with daily exercise.,우리는 매일 운동으로 힘을 증진해요.
3372,Kids build up a very tall block tower.,아이들이 아주 큰 블록탑을 쌓아 올려요.
3373,The big bull runs fast on the field.,큰 황소가 들판에서 빠르게 달려요.
3374,I often bump into my friend at school.,나는 자주 학교에서 친구를 우연히 마주쳐요.
3375,"Yesterday, my bike accidentally bumped into a tree.",어제 내 자전거가 우연히 나무에 충돌했어요.
3376,I like a cheesy burger with extra sauce.,저는 치즈 햄버거를 추가 소스로 좋아해요.
3377,The paper can burn in a small fire.,종이가 작은 불에서 타요.
3378,Never burn your hand by touching hot fire.,뜨거운 불을 만지면 손에 화상을 입지 마세요.
3379,She suddenly burst into tears during the movie.,그녀는 영화 중에 갑자기 울음을 터뜨렸어요.
3380,My dear friend started a very small business.,내 친한 친구가 아주 작은 사업을 시작했어요.
3381,The successful businessman sells goods in our shop.,성공한 사업가는 우리 가게에서 물건을 팔아요.
3382,The smart businessperson skillfully runs his own shop.,똑똑한 사업가는 자신의 가게를 능숙하게 운영해요.
3383,My mother is busy on a phone call.,엄마는 전화 통화 중이에요.
3384,My kind teacher is busy all day long.,나의 친절한 선생님은 하루 종일 바빠요.
3385,I like many fruits but not red apples.,저는 많은 과일을 좋아하지만 빨간 사과는 안 좋아해요.
3386,I study hard but my friend studies less.,나는 열심히 공부하지만 내 친구는 덜 공부해요.
3387,A pretty butterfly gently flies over our garden.,예쁜 나비가 우리 정원 위로 부드럽게 날아다녀요.
3388,I always fix the button on my jacket.,나는 항상 재킷에 단추를 고쳐요.
3389,Please press the red button to start now.,빨간 버튼을 눌러 지금 시작해요.
3390,I will buy ice cream at the store.,나는 가게에서 아이스크림을 사요.
3391,I always finish my class by twelve o'clock.,나는 항상 수업을 열두 시 무렵에 끝내요.
3392,I always travel by train to my school.,나는 항상 기차를 통해 내 학교에 가요.
3393,The cake was made by my best friend.,케이크는 내 최고의 친구에 의해 만들어졌어요.
3394,My score increased by three points on test.,내 점수는 시험에서 세 점 차이로 올랐어요.
3395,My friend always stands by the bus stop.,내 친구는 항상 버스 정류장 옆에 서 있어요.
3396,Complete your homework by six o'clock every day.,매일 여섯 시까지 숙제를 끝내세요.
3397,She wrote a letter by hand every time.,그녀는 편지를 항상 손으로 썼어요.
3398,I sent the wrong email by mistake today.,나는 오늘 실수로 잘못된 이메일을 보냈어요.
3399,My best friend always stands by my side.,내 가장 친한 친구는 항상 내 곁에 있어요.
3400,"I met Tom, by the way, in school.","나는 톰을 만났어요, 그런데 학교에서요."
3401,Our family eats dinner by tradition on Sundays.,우리 가족은 전통에 따라 일요일마다 저녁을 먹어요.
3402,Many students eat lunch at the cafeteria daily.,많은 학생들이 매일 구내 식당에서 점심을 먹어요.
3403,I baked a chocolate cake for my birthday.,나는 생일에 초콜릿 케이크를 구웠어요.
3404,I call my dad when I need help.,나는 도움이 필요할 때 아빠를 불러요.
3405,The principal calls for help with homework today.,교장 선생님은 오늘 숙제 도움을 요구해요.
3406,I call for a win in the game.,나는 경기에서 승리를 예측해요.
3407,Our teacher will call on you for help.,우리 선생님이 너에게 도움을 요청해요.
3408,She practices calligraphy in her art class today.,그녀는 오늘 미술 수업에서 서예를 연습해요.
3409,Please calm down now and breathe very slowly.,제발 지금 진정하시고 아주 천천히 숨 쉬어요~요
3410,Please calm down and talk with me now.,제발 진정하시고 지금 저와 이야기해요.
3411,I see one camel in the big desert.,나는 큰 사막에서 한 마리의 낙타를 봐요.
3412,The friendly cameraman films the exciting soccer game.,친절한 촬영기사가 신나는 축구 경기를 촬영해요.
3413,People campaign for cleaner parks in our town.,사람들이 우리 마을의 깨끗한 공원을 위해 캠페인을 해요.
3414,Many people start a campaign for safe neighborhoods.,많은 사람들이 안전한 동네를 위해 운동을 시작해요.
3415,We built a small campfire for roasting marshmallows.,우리는 마시멜로를 굽기 위해 작은 모닥불을 만들었어요.
3416,We set up our tents at the campground.,우리는 캠핑장에서 텐트를 설치했어요.
3417,We always like camping in the green forest.,우리는 항상 초록 숲에서 야영을 좋아해요.
3418,You can play happily in the park today.,너는 오늘 공원에서 행복하게 놀 수 있어요.
3419,I can really jump high on the playground.,저는 놀이터에서 정말 높이 점프할 수 있어요.
3420,He drank from a cold can of soda.,그는 차가운 캔의 소다를 마셨어요.
3421,Rain might cancel out our fun picnic plans.,비가 우리 재미있는 소풍 계획을 상쇄할 수 있어요.
3422,Many kind doctors research to cure cancer today.,많은 친절한 의사들이 오늘 암을 치료하기 위해 연구해요.
3423,I light a small candle on cake.,저는 케이크 위에 작은 양초를 켜요.
3424,My little sister enjoys candy during summer vacation.,내 어린 여동생은 여름방학에 캔디를 좋아해요.
3425,I cannot help smiling at the funny clown.,나는 재미있는 광대를 보고 웃음을 참지 못해요.
3426,The young artist painted on the white canvas.,젊은 화가가 흰 캔버스에 유화를 그렸어요.
3427,She will cap the box with a lid.,그녀는 상자를 뚜껑으로 덮을 거예요.
3428,Parents cap their budget at one hundred dollars.,부모님은 예산 한도를 백달러로 정해요.
3429,I put the cap on my water bottle.,나는 내 물병에 뚜껑을 씌워요.
3430,I wear my cool cap when it rains.,비올 때 멋진 모자를 써요.
3431,I visited the capital city on my vacation.,저는 휴가에 수도를 방문했어요.
3432,The cute new picture will capture your attention.,그 귀여운 새 그림은 네 관심을 사로잡아요.
3433,The cat will capture the tiny fly today.,고양이가 오늘 작은 파리를 붙잡을 거예요.
