fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
The manager decided to ___ the mistake.,매니저는 실수를 [[탓]]했어요.,blame,Rearrange these letters!: L M B E A,다음 글자들을 재배열 해보세요!: L M B E A
"During summer, the town began to ____ economically.","여름 동안, 그 도시는 [[번영]]하기 시작했어요.",bloom,Rearrange these letters!: M O O L B,다음 글자들을 재배열 해보세요!: M O O L B
I don't want to ___ you with my problems.,내 문제로 인해 너에게 [[신경 쓰]]고 싶지 않아.,bother,It has 6 letters!,6글자예요!
Please do not ___ me with unnecessary questions.,불필요한 질문들로 나를 [[성가시게]] 하지 마세요.,bother,It has 6 letters!,6글자예요!
The constant noise did not ___ him.,지속되는 소음은 그에게 [[애를 쓰다]] 않게 만들었어요.,bother,It starts with 'b'!,b로 시작하는 단어예요!
Please do not ___ me during my study.,공부하는 동안 나를 [[귀찮게]] 하지 마세요.,bother,It has 6 letters!,6글자예요!
The persistent ___ distracted him during the meeting.,지속적인 [[성가신 일]] 때문에 그는 회의 동안 집중할 수 없었어요.,bother,Rearrange these letters!: R E B O T H,다음 글자들을 재배열 해보세요!: R E B O T H
"During the ceremony, everyone ___ to show respect.","의식 중에, 모두가 왕에게 [[절]]해요.",bow,Rearrange these letters!: O W B,다음 글자들을 재배열 해보세요!: O W B
"At the ceremony, the knight would ___ before the king.","의식에서, 기사님은 왕에게 [[복종]]하기 위해 머리를 숙였어요.",bow,Rearrange these letters!: O W B,다음 글자들을 재배열 해보세요!: O W B
She tied a neat ___ on the gift.,그녀는 선물에 예쁜 [[리본]]을 달았어요.,bow,Rearrange these letters!: O W B,다음 글자들을 재배열 해보세요!: O W B
The skilled archer adjusted his ___ before releasing the arrow.,궁수는 화살을 쏘기 위해 자신의 [[활]]을 사용했어요.,bow,It starts with 'b'!,b로 시작하는 단어예요!
"After the exercise, he needed a moment to catch his ___.","운동 후, 그는 잠시 동안 [[숨]]을 잡으려고 했다.",breath,It starts with 'b'!,b로 시작하는 단어예요!
The toddler may ___ into the furniture while learning to walk.,"유아가 걷기를 배우는 동안, 가구에 [[부딪치다]] 수 있어요.",bump,Rearrange these letters!: B U M P,다음 글자들을 재배열 해보세요!: B U M P
"While playing soccer, he got a ___ on his head.",축구를 하다가 그는 머리에 [[혹]]이 생겼어요.,bump,Rearrange these letters!: P U B M,다음 글자들을 재배열 해보세요!: P U B M
The driver swerved to avoid the ___ in the road.,운전자는 도로 위의 [[튀어나온 부분]]을 피하려고 했어요.,bump,It has 4 letters!,4글자예요!
The horse-drawn ___ rolled down the narrow street.,마차가 좁은 길을 따라 굴러가는 [[수레]]였어요.,cart,Rearrange these letters!: T A R C,다음 글자들을 재배열 해보세요!: T A R C
"In the mansion, the elaborate chandelier gracefully hung from the high ___.",저택에는 화려한 샹들리에가 높은 [[천장]]에서 우아하게 매달려 있었어요.,ceiling,Rearrange these letters!: L I C I N G E,다음 글자들을 재배열 해보세요!: L I C I N G E
The prisoner was confined in a ___ .,수감자는 [[감옥]]에 갇혔어요.,cell,Rearrange these letters!: L C L E,다음 글자들을 재배열 해보세요!: L C L E
Every living organism is made up of ___.,모든 생물은 작은 [[세포]]로 이루어져 있어요.,cell,It has 4 letters!,4글자예요!
"After your stay, the hotel will ______ your credit card.",호텔은 숙박 후에 당신의 신용카드를 [[청구]]할 거예요.,charge,It starts with 'c'!,c로 시작하는 단어예요!
I always ___ my phone overnight.,나는 핸드폰을 밤새 [[충전]]해요.,charge,Rearrange these letters!: C H A R G E,다음 글자들을 재배열 해보세요!: C H A R G E
The manager decided to _____ the employee with the new project.,매니저는 직원에게 새 프로젝트의 [[책임]]을 맡겼어요.,charge,Rearrange these letters!: H C R A G E,다음 글자들을 재배열 해보세요!: H C R A G E
The district attorney will _____ the defendant for fraud.,검찰은 피고인을 [[기소]]했다.,charge,It has 6 letters!,6글자예요!
"When shopping, you may ___ your purchases so you can pay later.","쇼핑할 때, 현금이 부족하면 가게에서 물건 값을 [[달아놓]] 할 수 있어요.",charge,It has 6 letters!,6글자예요!
The politician faced a stern ___ after his controversial remarks.,정치인은 논란이 된 발언 후에 강한 [[비난]]에 직면했어요.,charge,It starts with 'c'!,c로 시작하는 단어예요!
"During the trial, the prosecutor presented a strong ___ against the accused.","재판 중에, 검사는 피고인에 대한 강력한 [[기소]]를 제기했어요.",charge,It has 6 letters!,6글자예요!
The ___ for the ride-hailing service was cheaper than usual.,차량 호출 [[요금]]이 평소보다 저렴했어요.,charge,Rearrange these letters!: R A G E C H,다음 글자들을 재배열 해보세요!: R A G E C H
The man displayed his broad ______ as a sign of strength.,그 남자는 힘을 보여주기 위해 넓은 [[가슴]]을 과시했어요.,chest,Rearrange these letters!: T E C H S,다음 글자들을 재배열 해보세요!: T E C H S
The explorer discovered a mysterious ___ hidden in the cave.,탐험가는 동굴 안에서 신비한 [[상자]]를 발견했어요.,chest,Rearrange these letters!: T E C H S,다음 글자들을 재배열 해보세요!: T E C H S
The pirate opened the ___ to reveal his treasures.,해적은 보물을 숨기기 위해 오래된 [[서랍장]]을 열었어요.,chest,Rearrange these letters!: T H C S E,다음 글자들을 재배열 해보세요!: T H C S E
The _____ answered the phone quickly.,전화에 빠르게 응대한 [[사무원]]이었어요.,clerk,Rearrange these letters!: E R C L K,다음 글자들을 재배열 해보세요!: E R C L K
The ___ helped customers find what they needed at the store.,가게에서 고객이 필요한 것을 찾도록 도와준 [[사무원]]이에요.,clerk,Rearrange these letters!: R L E C K,다음 글자들을 재배열 해보세요!: R L E C K
The ______ scheduled an appointment with the lawyer.,그 [[고객]]은 변호사와 약속을 잡았어요.,client,Rearrange these letters!: T I L C E N,다음 글자들을 재배열 해보세요!: T I L C E N
"After a long day, she felt _______ on the soft sofa.",그녀는 긴 하루 후에 부드러운 소파에서 [[편안한]] 느낌을 받았어요.,comfortable,It starts with 'c'!,c로 시작하는 단어예요!
I always try to ___ my food before it gets cold.,나는 음식이 식기 전에 항상 [[먹]]어요.,consume,It has 7 letters!,7글자예요!
Many industries ______ natural resources at unsustainable rates.,많은 산업들이 지속 불가능한 속도로 천연자원을 [[소비]]해요.,consume,It has 7 letters!,7글자예요!
The house was ______ by the roaring flames.,집은 불타는 불길에 [[휩싸]]였다.,consume,Rearrange these letters!: N O C U M E S,다음 글자들을 재배열 해보세요!: N O C U M E S
"After the loss, grief threatened to ______ him.","패배 후, 깊은 슬픔이 그를 [[휩싸]]기 시작했어요.",consume,Rearrange these letters!: U S C N O E M,다음 글자들을 재배열 해보세요!: U S C N O E M
"In the deep forest, a strange ______ roamed freely.",깊은 숲 속에서 이상한 [[생물]] 자유롭게 돌아다녔어요.,creature,Rearrange these letters!: U R E T C E R A,다음 글자들을 재배열 해보세요!: U R E T C E R A
"At midnight, the mysterious ___ emerged from the shadows.","자정에, 그림자 속에서 신비한 [[존재]]가 나타났어요.",creature,Rearrange these letters!: T R E A U C R E,다음 글자들을 재배열 해보세요!: T R E A U C R E
The emergency responders risked everything to ______ those trapped under rubble.,응급 구조대는 잔해에 갇힌 사람들을 [[구출]]하기 위해 모든 것을 걸었어요.,deliver,Rearrange these letters!: L I E D E R V,다음 글자들을 재배열 해보세요!: L I E D E R V
The courier will ______ the package before the deadline.,택배 기사는 소포를 [[배달하다]] 시간 내에 가져다 줄 거예요.,deliver,Rearrange these letters!: E R L V I D E,다음 글자들을 재배열 해보세요!: E R L V I D E
The postman will ______ the mail to your door.,"우편배달부가 너의 문앞에 편지를 [[전달하다,말하다]].",deliver,Rearrange these letters!: L V R D E I E,다음 글자들을 재배열 해보세요!: L V R D E I E
The doctor assisted the mother as she prepared to ___ her baby.,의사는 산모가 아기를 [[분만]]하는 것을 도왔어요.,deliver,Rearrange these letters!: R D E L I V E,다음 글자들을 재배열 해보세요!: R D E L I V E
The spokesperson will ______ the speech at the event.,대변인은 행사에서 중요한 연설을 [[전달]]할 거예요.,deliver,Rearrange these letters!: L R E V E D I,다음 글자들을 재배열 해보세요!: L R E V E D I
The judge will ___ the verdict tomorrow.,판사는 내일 유죄 판결을 [[내리다]] 한다고 발표했어요.,deliver,It has 7 letters!,7글자예요!
"In the interview, the celebrity tried to ___ the scandalous rumors.",인터뷰에서 그 유명인은 스캔들에 관한 소문을 [[부인]]했어요.,deny,It starts with 'd'!,d로 시작하는 단어예요!
"Upon hearing the accusation, she decided to ___ it immediately.","비난을 듣자, 그녀는 즉시 [[거절]]했어요.",deny,Rearrange these letters!: Y N D E,다음 글자들을 재배열 해보세요!: Y N D E
"___ the challenges, the team remained confident.","___ 어려움에도, 팀은 자신감을 잃지 않았어요.",despite,Rearrange these letters!: P E D S I T E,다음 글자들을 재배열 해보세요!: P E D S I T E
"Without proper care, one might ______ a cold during winter.","적절한 관리 없이, 겨울에 감기에 [[걸리다]] 수 있어요.",develop,Rearrange these letters!: L O V E D E P,다음 글자들을 재배열 해보세요!: L O V E D E P
The engineers work hard to ___ cutting-edge technologies.,엔지니어들은 최첨단 기술을 [[개발]]해요.,develop,It starts with 'd'!,d로 시작하는 단어예요!
Scientists constantly ______ new methods to solve difficult problems.,과학자들은 어려운 문제를 해결하기 위해 끊임없이 [[개발]]해요.,develop,Rearrange these letters!: L O V E D P E,다음 글자들을 재배열 해보세요!: L O V E D P E
The researchers aim to ______ a remedy for the current issues.,연구원들은 현재 문제들에 대한 해결책을 [[발전시키다]]려고 해요.,develop,Rearrange these letters!: L E V D E P O,다음 글자들을 재배열 해보세요!: L E V D E P O
"Every day, she makes an effort to ___ a new habit.","매일, 그녀는 새로운 [[습관을 만들]]기 위해 노력해요.",develop,It has 7 letters!,7글자예요!
"After capturing the moment, the photographer will ___ the film in the darkroom.","순간을 포착한 후, 사진작가는 어둠 속에서 필름을 [[현상]]해요.",develop,It has 7 letters!,7글자예요!
"If you don't take proper care, you might ___ a serious disease.",적절한 관리를 하지 않으면 심각한 병이 [[생기다]].,develop,Rearrange these letters!: V O P E E L D,다음 글자들을 재배열 해보세요!: V O P E E L D
Please do not ______ me while I am studying.,공부하는 동안 [[방해]]하지 마세요.,disturb,Rearrange these letters!: T R I B D U S,다음 글자들을 재배열 해보세요!: T R I B D U S
The construction work next door might ___ the residents' sleep.,옆 건물의 소음이 주민들의 수면을 [[혼란스러워하다]].,disturb,Rearrange these letters!: R I T B U S D,다음 글자들을 재배열 해보세요!: R I T B U S D
Please do not ______ my concentration while I'm working.,일하는 동안 내 집중을 [[건드리]]지 마세요.,disturb,Rearrange these letters!: T I B D U R S,다음 글자들을 재배열 해보세요!: T I B D U R S
She put a lot of ___ into perfecting her performance.,그녀는 공연을 완벽하게 만들기 위해 많은 [[노력]]했어요.,effort,Rearrange these letters!: F T F E R O,다음 글자들을 재배열 해보세요!: F T F E R O
